Transaction_ID,Cashier_ID,Date_Time,Store_Location,Product,Brand,Quantity,Price_Per_Unit,Total_Price,Payment_Method,Membership_ID
1594,CASH_276,2024-09-18 19:36:12,Linz,Eingelegte Oliven,Brand B,1,3.58,3.58,Cash,M_5368
1595,CASH_453,2024-09-02 05:14:17,Villach,Eingelegte Gurken,Brand B,9,6.15,55.35,Debit Card,M_1176
1596,,,Graz,Eingelegte Gurken,Brand A,5,2.56,12.8,Debit Card,M_5361
1597,CASH_612,2024-07-01 19:21:14,Klagenfurt,Eingelegte Oliven,Brand C,8,3.41,27.28,Credit Card,M_5563
1598,CASH_133,2024-09-16 00:53:51,St. Pölten,Eingelegte Melanzani,Brand D,9,,,Debit Card,
1599,CASH_327,2024-08-22 23:06:18,Bregenz,Eingelegte Oliven,Brand C,5,1.46,7.3,Debit Card,
1600,CASH_524,2024-08-14 13:16:57,Bregenz,Eingelegte Melanzani,Brand D,4,9.32,37.28,Credit Card,M_5864
1601,CASH_684,2024-08-17 16:47:38,Wien,Eingelegte Melanzani,Brand B,8,7.26,58.08,Credit Card,
1602,CASH_957,2024-09-28 14:41:53,Eisenstadt,Eingelegte Gurken,Brand A,5,4.27,21.35,Debit Card,
1603,CASH_535,,St. Pölten,Eingelegte Oliven,Brand B,4,,,Debit Card,M_4456
1604,CASH_238,2024-09-28 03:35:59,Graz,Eingelegte Oliven,Brand B,7,8.72,61.04,Mobile Payment,M_1264
1605,CASH_323,2024-09-21 16:27:21,Eisenstadt,Eingelegte Gurken,Brand A,7,2.85,19.95,Debit Card,
1606,CASH_968,2024-09-04 22:39:55,Eisenstadt,Eingelegte Gurken,Brand D,1,3.83,3.83,Mobile Payment,M_5959
1607,CASH_368,2024-07-16 22:29:03,Eisenstadt,Eingelegte Gurken,Brand A,9,7.15,64.35,Debit Card,
1608,CASH_266,2024-07-08 02:25:48,St. Pölten,Eingelegte Oliven,Brand A,8,8.29,66.32,Cash,M_9338
1609,CASH_602,2024-09-11 17:59:10,Salzburg,Eingelegte Oliven,Brand B,7,9.69,67.83,Cash,M_4823
1610,CASH_950,2024-07-01 17:27:52,Linz,Eingelegte Oliven,Brand C,3,3.63,10.89,Credit Card,
1611,CASH_790,2024-09-24 07:56:05,Innsbruck,Eingelegte Gurken,Brand C,10,2.02,20.2,Mobile Payment,M_7857
1612,CASH_448,2024-09-15 05:04:39,Eisenstadt,Eingelegte Gurken,Brand B,1,9.97,9.97,Cash,M_5449
1613,CASH_931,2024-08-05 21:50:15,Wien,Eingelegte Oliven,Brand B,2,5.85,11.7,Debit Card,M_1091
1614,,,Salzburg,Eingelegte Gurken,Brand A,2,8.66,17.32,Cash,M_9372
1615,CASH_155,2024-08-27 01:07:30,St. Pölten,Eingelegte Melanzani,Brand D,5,,,Credit Card,
1616,CASH_979,2024-09-05 20:57:55,Salzburg,Eingelegte Gurken,Brand B,7,2.49,17.43,Debit Card,M_5849
1617,,2024-08-11 00:42:54,Bregenz,Eingelegte Melanzani,Brand C,10,6.82,68.2,Mobile Payment,
1618,CASH_714,2024-09-14 21:07:46,Villach,Eingelegte Melanzani,Brand B,8,2.19,17.52,Credit Card,M_1274
1619,CASH_279,2024-07-08 20:48:51,Villach,Eingelegte Melanzani,Brand C,5,3.93,19.65,Debit Card,M_4012
1620,CASH_596,2024-09-05 21:52:56,Wien,Eingelegte Melanzani,Brand B,1,3.66,3.66,Cash,
1621,CASH_192,2024-08-22 19:01:37,Graz,Eingelegte Melanzani,Brand D,6,2.64,15.84,Mobile Payment,M_7636
1622,CASH_764,2024-07-08 07:39:24,Bregenz,Eingelegte Melanzani,Brand B,5,3.86,19.3,Mobile Payment,
1623,CASH_181,2024-08-24 08:32:48,Eisenstadt,Eingelegte Gurken,Brand C,5,9.74,48.7,Debit Card,M_5456
1624,CASH_995,2024-09-08 04:07:22,St. Pölten,Eingelegte Gurken,Brand D,4,3.49,13.96,Debit Card,M_4237
1625,CASH_574,2024-07-05 12:25:51,St. Pölten,Eingelegte Oliven,Brand D,5,2.16,10.8,Mobile Payment,M_8939
1626,CASH_151,2024-09-24 05:08:47,Linz,Eingelegte Melanzani,Brand D,3,4.7,14.1,Cash,
1627,CASH_281,2024-08-28 18:37:26,Innsbruck,Eingelegte Gurken,Brand D,10,9.18,91.8,Cash,M_9981
1628,CASH_509,2024-09-09 23:30:55,Eisenstadt,Eingelegte Oliven,Brand D,8,2.69,21.52,Debit Card,
1629,CASH_926,2024-07-23 01:33:55,Linz,Eingelegte Oliven,Brand B,2,6.43,12.86,Cash,M_2386
1630,CASH_168,2024-07-02 00:00:57,Linz,Eingelegte Gurken,Brand A,8,2.32,18.56,Credit Card,M_5996
1631,,2024-07-05 09:46:59,Salzburg,Eingelegte Melanzani,Brand C,2,,,Debit Card,M_9905
1632,CASH_435,2024-09-17 17:27:41,Villach,Eingelegte Gurken,Brand B,3,1.1,3.3,Cash,
1633,CASH_596,2024-07-30 00:36:59,Villach,Eingelegte Gurken,Brand A,10,6.03,60.3,Debit Card,
1634,CASH_478,2024-09-08 01:41:54,Villach,Eingelegte Oliven,Brand B,1,,,Mobile Payment,
1635,CASH_638,2024-08-22 13:06:59,Villach,Eingelegte Oliven,Brand C,8,7.88,63.04,Mobile Payment,M_1110
1636,CASH_827,,Graz,Eingelegte Gurken,Brand B,2,5.34,10.68,Mobile Payment,M_2588
1637,CASH_175,2024-09-02 06:41:10,Bregenz,Eingelegte Gurken,Brand A,4,7.82,31.28,Cash,M_3402
1638,CASH_704,2024-09-13 19:46:04,Innsbruck,Eingelegte Oliven,Brand D,4,1.36,5.44,Mobile Payment,M_5815
1639,CASH_100,2024-08-27 09:35:38,Linz,Eingelegte Gurken,Brand D,1,9.63,9.63,Debit Card,M_4694
1640,CASH_523,2024-07-01 22:53:30,Klagenfurt,Eingelegte Melanzani,Brand A,8,9.8,78.4,Mobile Payment,
1641,CASH_180,2024-07-22 17:37:22,Linz,Eingelegte Gurken,Brand D,4,1.33,5.32,Credit Card,M_6800
1642,CASH_854,2024-09-08 23:05:46,Salzburg,Eingelegte Gurken,Brand D,5,8.21,41.05,Debit Card,M_5077
1643,CASH_940,2024-08-20 01:41:31,Bregenz,Eingelegte Melanzani,Brand A,5,,,Cash,M_1206
1644,CASH_118,2024-08-09 03:34:17,Innsbruck,Eingelegte Oliven,Brand B,3,,,Credit Card,M_7268
1645,CASH_940,2024-07-06 07:32:23,Eisenstadt,Eingelegte Oliven,Brand D,5,7.24,36.2,Credit Card,M_9751
1646,CASH_446,2024-08-11 05:38:44,Salzburg,Eingelegte Gurken,Brand C,7,2.86,20.02,Cash,M_6612
1647,,2024-07-08 06:38:29,Linz,Eingelegte Melanzani,Brand A,7,5.55,38.85,Debit Card,M_1697
1648,CASH_816,2024-09-25 22:07:38,St. Pölten,Eingelegte Melanzani,Brand C,4,,,Cash,M_3379
1649,CASH_666,2024-07-13 10:34:17,Klagenfurt,Eingelegte Oliven,Brand A,6,4.59,27.54,Cash,M_2825
1650,CASH_788,2024-08-07 14:51:43,Graz,Eingelegte Melanzani,Brand A,6,9.14,54.84,Credit Card,M_5466
1651,CASH_158,2024-08-31 23:44:50,Eisenstadt,Eingelegte Oliven,Brand B,4,,,Credit Card,
1652,CASH_690,2024-09-12 10:46:15,Linz,Eingelegte Gurken,Brand D,7,2.19,15.33,Debit Card,
1653,CASH_113,,Graz,Eingelegte Oliven,Brand D,2,3.71,7.42,Cash,M_8346
1654,CASH_932,2024-09-05 12:03:21,Wien,Eingelegte Gurken,Brand B,1,3.15,3.15,Credit Card,M_3117
1655,CASH_372,2024-07-12 20:40:27,Wien,Eingelegte Oliven,Brand A,1,6.28,6.28,Credit Card,M_1961
1656,CASH_123,2024-07-04 04:23:08,St. Pölten,Eingelegte Gurken,Brand C,3,7.91,23.73,Debit Card,M_8659
1657,CASH_291,2024-07-15 18:41:52,Villach,Eingelegte Melanzani,Brand A,10,4.87,48.7,Cash,M_8593
1658,CASH_363,2024-09-02 09:42:20,Linz,Eingelegte Oliven,Brand B,1,7.72,7.72,Mobile Payment,M_6396
1659,CASH_223,2024-09-10 00:40:35,Eisenstadt,Eingelegte Oliven,Brand D,6,5.76,34.56,Mobile Payment,M_5636
1660,CASH_711,2024-08-21 05:55:10,Klagenfurt,Eingelegte Melanzani,Brand A,8,1.47,11.76,Debit Card,M_4845
1661,CASH_533,,Wien,Eingelegte Gurken,Brand A,5,6.76,33.8,Debit Card,M_7653
1662,CASH_127,2024-07-09 11:32:23,Salzburg,Eingelegte Gurken,Brand B,1,,,Cash,M_2477
1663,CASH_639,2024-08-10 13:03:22,Bregenz,Eingelegte Oliven,Brand A,6,3.3,19.8,Credit Card,
1664,CASH_484,2024-09-11 08:03:45,Linz,Eingelegte Oliven,Brand C,4,,,Mobile Payment,M_8660
1665,CASH_852,2024-08-28 03:36:59,Salzburg,Eingelegte Oliven,Brand D,7,9.43,66.01,Debit Card,M_8039
1666,CASH_430,,St. Pölten,Eingelegte Gurken,Brand C,9,5.92,53.28,Credit Card,M_8679
1667,CASH_967,,Bregenz,Eingelegte Oliven,Brand A,9,8.7,78.3,Credit Card,M_3686
1668,CASH_970,,Graz,Eingelegte Oliven,Brand D,4,2.2,8.8,Debit Card,
1669,CASH_267,2024-07-18 10:15:48,Villach,Eingelegte Gurken,Brand D,10,6.87,68.7,Mobile Payment,
1670,,2024-09-29 05:14:46,Klagenfurt,Eingelegte Oliven,Brand B,1,7.17,7.17,Credit Card,M_5118
1671,CASH_879,2024-08-24 19:12:14,Graz,Eingelegte Oliven,Brand C,5,9.65,48.25,Debit Card,M_9606
1672,CASH_428,2024-09-25 15:21:52,Salzburg,Eingelegte Gurken,Brand C,6,4.5,27.0,Debit Card,M_2137
1673,CASH_952,2024-07-16 00:00:45,Villach,Eingelegte Gurken,Brand B,4,2.66,10.64,Debit Card,M_3466
1674,,2024-08-29 14:13:13,Villach,Eingelegte Oliven,Brand A,7,3.69,25.83,Debit Card,
1675,,2024-09-10 11:03:15,Wien,Eingelegte Gurken,Brand C,3,8.17,24.51,Cash,M_2389
1676,CASH_154,2024-08-30 22:19:46,Graz,Eingelegte Gurken,Brand C,1,8.82,8.82,Debit Card,M_7010
1677,CASH_102,2024-08-23 04:23:36,Villach,Eingelegte Melanzani,Brand A,1,4.64,4.64,Mobile Payment,M_7611
1678,CASH_687,2024-08-22 23:04:18,Bregenz,Eingelegte Gurken,Brand C,10,6.28,62.8,Credit Card,M_4564
1679,CASH_688,2024-09-12 21:31:47,Eisenstadt,Eingelegte Oliven,Brand C,10,3.32,33.2,Debit Card,
1680,CASH_711,2024-08-10 00:55:18,Innsbruck,Eingelegte Melanzani,Brand D,7,2.15,15.05,Cash,M_5214
1681,CASH_699,,Eisenstadt,Eingelegte Oliven,Brand A,2,3.59,7.18,Mobile Payment,
1682,CASH_859,2024-07-24 21:28:27,Graz,Eingelegte Melanzani,Brand B,10,7.33,73.3,Mobile Payment,M_5918
1683,CASH_832,2024-09-20 05:21:25,Bregenz,Eingelegte Oliven,Brand D,2,7.97,15.94,Cash,M_3109
1684,CASH_437,2024-09-08 20:30:03,Eisenstadt,Eingelegte Gurken,Brand A,7,4.46,31.22,Credit Card,M_4275
1685,CASH_578,2024-09-21 11:25:19,St. Pölten,Eingelegte Oliven,Brand C,7,,,Mobile Payment,M_8271
1686,CASH_654,2024-08-19 06:56:43,Innsbruck,Eingelegte Melanzani,Brand D,3,8.24,24.72,Credit Card,M_1972
1687,CASH_107,2024-07-11 12:25:08,Salzburg,Eingelegte Gurken,Brand C,6,7.59,45.54,Debit Card,M_6415
1688,CASH_876,,Klagenfurt,Eingelegte Gurken,Brand C,2,2.55,5.1,Debit Card,M_1093
1689,CASH_928,2024-08-27 10:33:50,Villach,Eingelegte Oliven,Brand B,5,4.22,21.1,Debit Card,M_5183
1690,CASH_888,2024-08-02 09:16:04,Eisenstadt,Eingelegte Oliven,Brand D,5,,,Cash,
1691,CASH_338,2024-08-24 00:32:49,Klagenfurt,Eingelegte Gurken,Brand A,2,9.62,19.24,Debit Card,
1692,CASH_624,2024-08-04 04:58:13,Villach,Eingelegte Melanzani,Brand B,1,4.0,4.0,Credit Card,M_9760
1693,CASH_375,2024-08-05 23:04:13,St. Pölten,Eingelegte Melanzani,Brand D,2,5.28,10.56,Debit Card,M_8978
1694,CASH_314,2024-07-20 17:17:07,Klagenfurt,Eingelegte Gurken,Brand C,9,,,Mobile Payment,M_8602
1695,CASH_621,2024-08-18 22:31:19,Wien,Eingelegte Oliven,Brand C,8,9.58,76.64,Mobile Payment,M_6517
1696,CASH_542,2024-09-09 01:08:42,Wien,Eingelegte Melanzani,Brand C,5,8.85,44.25,Credit Card,M_2474
1697,CASH_725,2024-07-18 10:33:17,Wien,Eingelegte Gurken,Brand B,5,3.05,15.25,Debit Card,M_8719
1698,CASH_772,2024-08-16 19:23:07,Linz,Eingelegte Melanzani,Brand D,5,7.18,35.9,Cash,
1699,,2024-07-17 19:20:50,Eisenstadt,Eingelegte Gurken,Brand C,2,2.43,4.86,Cash,
1700,CASH_485,2024-09-21 11:46:35,St. Pölten,Eingelegte Gurken,Brand B,8,5.33,42.64,Cash,
1701,CASH_963,2024-07-01 12:25:11,St. Pölten,Eingelegte Melanzani,Brand A,6,,,Credit Card,M_9202
1702,CASH_676,2024-08-18 11:52:21,Linz,Eingelegte Gurken,Brand A,7,3.12,21.84,Debit Card,M_4605
1703,CASH_255,2024-09-18 16:37:01,Graz,Eingelegte Melanzani,Brand D,10,,,Debit Card,M_5468
1704,CASH_787,2024-09-19 20:28:03,Eisenstadt,Eingelegte Gurken,Brand D,8,7.33,58.64,Credit Card,M_8293
1705,CASH_938,2024-07-26 18:33:04,Eisenstadt,Eingelegte Oliven,Brand A,8,5.16,41.28,Credit Card,M_2061
1706,CASH_622,2024-09-10 18:19:23,St. Pölten,Eingelegte Oliven,Brand D,3,5.95,17.85,Mobile Payment,M_8262
1707,CASH_508,2024-07-20 00:43:30,Salzburg,Eingelegte Melanzani,Brand B,10,1.98,19.8,Credit Card,M_1456
1708,CASH_659,,Salzburg,Eingelegte Melanzani,Brand D,2,2.2,4.4,Credit Card,M_9002
1709,CASH_148,2024-09-15 01:55:07,Bregenz,Eingelegte Oliven,Brand B,4,2.32,9.28,Cash,M_4784
1710,CASH_547,2024-09-04 21:59:54,Linz,Eingelegte Oliven,Brand D,1,3.85,3.85,Debit Card,M_8540
1711,CASH_295,2024-09-05 23:55:14,Klagenfurt,Eingelegte Gurken,Brand D,1,4.98,4.98,Credit Card,M_4572
1712,CASH_886,2024-09-19 01:43:54,Klagenfurt,Eingelegte Gurken,Brand A,6,1.84,11.04,Debit Card,M_4647
1713,CASH_476,2024-08-05 08:02:19,Eisenstadt,Eingelegte Oliven,Brand B,2,3.8,7.6,Mobile Payment,M_1842
1714,CASH_430,2024-07-20 07:41:50,Wien,Eingelegte Melanzani,Brand D,9,2.02,18.18,Debit Card,M_9746
1715,CASH_993,2024-09-13 20:28:56,Bregenz,Eingelegte Oliven,Brand D,9,,,Cash,
1716,CASH_624,2024-09-19 08:22:27,Linz,Eingelegte Gurken,Brand D,8,3.64,29.12,Cash,M_7934
1717,CASH_323,2024-08-08 00:04:27,Graz,Eingelegte Oliven,Brand C,8,5.49,43.92,Cash,M_6817
1718,CASH_715,2024-08-27 22:58:10,Graz,Eingelegte Oliven,Brand D,4,4.54,18.16,Cash,M_3239
1719,CASH_777,,Linz,Eingelegte Oliven,Brand B,4,3.7,14.8,Debit Card,M_7108
1720,CASH_543,2024-08-02 17:15:37,Villach,Eingelegte Melanzani,Brand D,4,8.15,32.6,Debit Card,M_7369
1721,,,Salzburg,Eingelegte Oliven,Brand D,5,9.31,46.55,Credit Card,M_8240
1722,CASH_780,2024-07-21 05:04:32,Salzburg,Eingelegte Gurken,Brand A,5,1.89,9.45,Mobile Payment,M_8856
1723,CASH_675,2024-09-29 18:16:52,Innsbruck,Eingelegte Oliven,Brand D,8,7.62,60.96,Cash,M_3054
1724,CASH_129,2024-09-20 07:12:49,Graz,Eingelegte Gurken,Brand C,1,6.81,6.81,Debit Card,M_4066
1725,CASH_226,2024-08-23 12:28:29,St. Pölten,Eingelegte Oliven,Brand D,7,9.57,66.99,Credit Card,
1726,CASH_132,2024-07-31 08:11:51,Graz,Eingelegte Melanzani,Brand B,4,6.3,25.2,Credit Card,
1727,CASH_531,2024-08-24 17:14:57,Bregenz,Eingelegte Gurken,Brand A,2,5.07,10.14,Credit Card,M_5987
1728,CASH_268,2024-08-05 09:01:39,Innsbruck,Eingelegte Melanzani,Brand C,2,8.66,17.32,Mobile Payment,M_6032
1729,CASH_352,2024-07-07 03:35:24,Bregenz,Eingelegte Melanzani,Brand D,4,,,Mobile Payment,M_7248
1730,CASH_754,,Graz,Eingelegte Gurken,Brand D,7,3.36,23.52,Credit Card,
1731,CASH_860,2024-09-09 10:00:11,Klagenfurt,Eingelegte Gurken,Brand A,4,8.04,32.16,Mobile Payment,M_5191
1732,CASH_648,2024-07-19 05:34:58,Innsbruck,Eingelegte Oliven,Brand A,5,3.17,15.85,Cash,
1733,CASH_593,2024-09-28 02:23:43,Linz,Eingelegte Oliven,Brand B,3,2.03,6.09,Debit Card,M_8644
1734,CASH_108,2024-07-09 04:55:44,Linz,Eingelegte Melanzani,Brand C,5,5.46,27.3,Debit Card,M_9418
1735,CASH_202,,Eisenstadt,Eingelegte Gurken,Brand B,2,6.24,12.48,Mobile Payment,
1736,CASH_746,2024-08-31 17:26:10,Salzburg,Eingelegte Melanzani,Brand D,9,,,Debit Card,
1737,CASH_231,2024-09-06 10:27:19,Klagenfurt,Eingelegte Gurken,Brand A,7,6.87,48.09,Credit Card,
1738,CASH_838,2024-07-26 07:59:51,Salzburg,Eingelegte Gurken,Brand C,3,2.77,8.31,Debit Card,
1739,CASH_762,2024-09-03 13:55:21,Klagenfurt,Eingelegte Oliven,Brand A,6,2.24,13.44,Mobile Payment,M_2570
1740,CASH_205,2024-08-21 13:30:02,Klagenfurt,Eingelegte Melanzani,Brand C,6,6.1,36.6,Credit Card,
1741,CASH_631,2024-08-01 06:54:47,Graz,Eingelegte Melanzani,Brand B,3,1.28,3.84,Mobile Payment,
1742,CASH_486,2024-09-24 05:03:23,Graz,Eingelegte Oliven,Brand A,2,7.65,15.3,Credit Card,M_2865
1743,CASH_203,2024-08-09 06:14:36,Innsbruck,Eingelegte Melanzani,Brand B,6,4.41,26.46,Credit Card,M_3593
1744,CASH_441,2024-08-12 13:43:18,Graz,Eingelegte Melanzani,Brand C,3,3.69,11.07,Mobile Payment,M_8015
1745,CASH_297,2024-09-13 16:27:27,Linz,Eingelegte Melanzani,Brand A,10,3.23,32.3,Debit Card,M_8758
1746,CASH_663,2024-08-01 08:42:36,Klagenfurt,Eingelegte Melanzani,Brand D,4,8.51,34.04,Credit Card,M_3909
1747,CASH_676,,Salzburg,Eingelegte Gurken,Brand D,7,4.33,30.31,Cash,M_9370
1748,CASH_584,2024-08-23 09:06:17,Klagenfurt,Eingelegte Melanzani,Brand B,7,7.28,50.96,Cash,
1749,CASH_425,2024-08-04 12:27:46,Innsbruck,Eingelegte Gurken,Brand B,9,7.2,64.8,Debit Card,
1750,CASH_257,2024-09-09 10:47:15,Linz,Eingelegte Melanzani,Brand D,8,2.36,18.88,Credit Card,M_2340
1751,CASH_301,2024-09-21 22:59:26,Eisenstadt,Eingelegte Melanzani,Brand C,5,6.93,34.65,Debit Card,M_9195
1752,CASH_203,2024-09-12 00:26:50,Villach,Eingelegte Oliven,Brand B,5,6.31,31.55,Cash,M_9951
1753,,,Eisenstadt,Eingelegte Melanzani,Brand A,7,5.64,39.48,Cash,M_2448
1754,CASH_160,2024-07-27 15:08:24,Bregenz,Eingelegte Oliven,Brand B,1,3.46,3.46,Debit Card,M_1312
1755,CASH_234,2024-08-05 18:13:07,Salzburg,Eingelegte Gurken,Brand D,4,3.68,14.72,Debit Card,M_6297
1756,CASH_962,,Linz,Eingelegte Gurken,Brand D,4,2.72,10.88,Credit Card,M_5924
1757,CASH_780,,Salzburg,Eingelegte Oliven,Brand A,3,7.32,21.96,Debit Card,M_8539
1758,CASH_663,2024-09-25 00:26:43,Innsbruck,Eingelegte Melanzani,Brand C,4,1.3,5.2,Debit Card,
1759,CASH_835,2024-07-04 03:25:49,Innsbruck,Eingelegte Oliven,Brand C,10,,,Credit Card,
1760,CASH_529,2024-07-28 15:58:42,Bregenz,Eingelegte Oliven,Brand B,5,1.9,9.5,Credit Card,M_9937
1761,CASH_605,,St. Pölten,Eingelegte Melanzani,Brand A,2,9.18,18.36,Credit Card,
1762,CASH_773,2024-09-22 22:37:42,Salzburg,Eingelegte Melanzani,Brand A,5,9.3,46.5,Credit Card,
1763,CASH_657,2024-08-23 03:25:58,Wien,Eingelegte Oliven,Brand A,10,3.22,32.2,Cash,
1764,CASH_409,2024-09-03 23:59:21,Eisenstadt,Eingelegte Gurken,Brand B,1,2.78,2.78,Debit Card,
1765,CASH_705,2024-07-13 15:53:59,Salzburg,Eingelegte Melanzani,Brand D,1,,,Debit Card,
1766,CASH_238,2024-09-02 03:13:56,Salzburg,Eingelegte Oliven,Brand C,1,3.73,3.73,Debit Card,M_1070
1767,CASH_194,2024-09-10 20:05:18,Salzburg,Eingelegte Melanzani,Brand D,5,9.18,45.9,Credit Card,M_4491
1768,CASH_401,2024-09-04 11:31:24,Villach,Eingelegte Melanzani,Brand A,4,9.68,38.72,Credit Card,M_9180
1769,CASH_691,2024-09-23 12:07:50,Linz,Eingelegte Melanzani,Brand B,3,3.56,10.68,Credit Card,
1770,CASH_711,2024-07-28 10:03:26,Villach,Eingelegte Oliven,Brand B,7,,,Mobile Payment,M_6523
1771,CASH_176,2024-09-22 15:47:19,Wien,Eingelegte Melanzani,Brand C,5,8.28,41.4,Debit Card,M_5520
1772,CASH_389,2024-08-15 13:24:38,Eisenstadt,Eingelegte Oliven,Brand B,1,,,Credit Card,M_6582
1773,CASH_472,2024-09-23 12:13:23,Eisenstadt,Eingelegte Gurken,Brand B,3,7.52,22.56,Debit Card,
1774,CASH_365,2024-08-16 12:23:01,Villach,Eingelegte Melanzani,Brand D,1,1.75,1.75,Mobile Payment,
1775,CASH_981,2024-08-18 16:41:26,Graz,Eingelegte Gurken,Brand A,9,8.27,74.43,Credit Card,
1776,CASH_788,2024-08-22 17:38:03,Linz,Eingelegte Melanzani,Brand D,3,1.07,3.21,Debit Card,
1777,CASH_334,2024-08-14 21:10:08,Graz,Eingelegte Oliven,Brand B,3,2.4,7.2,Credit Card,M_8717
1778,CASH_709,2024-07-25 11:38:37,Linz,Eingelegte Melanzani,Brand A,5,,,Mobile Payment,M_2897
1779,CASH_352,2024-07-14 22:07:59,Klagenfurt,Eingelegte Oliven,Brand A,6,9.7,58.2,Debit Card,M_3698
1780,CASH_547,2024-07-17 00:50:59,Linz,Eingelegte Melanzani,Brand C,8,1.37,10.96,Debit Card,M_1478
1781,CASH_204,2024-07-10 00:57:19,St. Pölten,Eingelegte Gurken,Brand C,4,6.52,26.08,Cash,M_9364
1782,CASH_669,2024-09-22 08:18:30,Villach,Eingelegte Gurken,Brand C,3,2.58,7.74,Cash,
1783,CASH_789,2024-09-10 20:45:01,Innsbruck,Eingelegte Gurken,Brand A,3,,,Debit Card,
1784,CASH_426,2024-08-21 19:36:00,Klagenfurt,Eingelegte Oliven,Brand C,6,8.06,48.36,Mobile Payment,M_1341
1785,,,St. Pölten,Eingelegte Gurken,Brand A,5,2.38,11.9,Debit Card,
1786,CASH_339,2024-08-12 13:29:15,Bregenz,Eingelegte Gurken,Brand C,8,1.75,14.0,Mobile Payment,
1787,CASH_406,2024-08-23 21:35:04,St. Pölten,Eingelegte Oliven,Brand A,3,6.72,20.16,Mobile Payment,
1788,CASH_507,2024-07-21 20:39:54,Linz,Eingelegte Gurken,Brand C,8,5.49,43.92,Cash,M_1149
1789,CASH_356,2024-07-31 23:09:57,Graz,Eingelegte Melanzani,Brand C,9,,,Credit Card,
1790,CASH_352,2024-07-15 23:21:21,Villach,Eingelegte Oliven,Brand A,6,3.84,23.04,Mobile Payment,M_1471
1791,CASH_384,2024-09-11 12:00:10,Graz,Eingelegte Gurken,Brand D,1,7.87,7.87,Cash,M_6536
1792,CASH_429,2024-07-24 07:54:05,Eisenstadt,Eingelegte Melanzani,Brand D,4,,,Credit Card,M_3290
1793,CASH_553,,Graz,Eingelegte Melanzani,Brand D,5,6.4,32.0,Cash,
1794,CASH_346,2024-07-23 03:22:43,St. Pölten,Eingelegte Melanzani,Brand D,7,5.27,36.89,Credit Card,M_3067
1795,CASH_700,2024-07-28 03:53:14,Graz,Eingelegte Oliven,Brand A,5,9.44,47.2,Mobile Payment,
1796,CASH_690,,Innsbruck,Eingelegte Oliven,Brand B,4,3.03,12.12,Debit Card,
1797,CASH_763,2024-07-03 05:45:37,Klagenfurt,Eingelegte Gurken,Brand A,7,8.58,60.06,Debit Card,M_5600
1798,CASH_102,2024-08-17 11:38:19,Bregenz,Eingelegte Oliven,Brand B,4,,,Mobile Payment,M_4558
1799,CASH_576,,Eisenstadt,Eingelegte Melanzani,Brand C,6,4.97,29.82,Mobile Payment,M_8273
1800,CASH_300,2024-09-17 09:48:22,St. Pölten,Eingelegte Oliven,Brand A,2,9.77,19.54,Debit Card,M_8012
1801,CASH_877,2024-09-23 15:41:57,Villach,Eingelegte Melanzani,Brand B,1,2.44,2.44,Credit Card,M_6261
1802,CASH_739,2024-09-23 02:51:46,Wien,Eingelegte Melanzani,Brand B,4,,,Credit Card,M_9963
1803,CASH_747,2024-08-19 20:52:30,Villach,Eingelegte Melanzani,Brand C,4,2.79,11.16,Debit Card,
1804,CASH_629,2024-07-18 12:52:40,Linz,Eingelegte Oliven,Brand C,7,5.48,38.36,Credit Card,
1805,CASH_350,2024-07-03 01:01:47,Bregenz,Eingelegte Gurken,Brand B,10,6.08,60.8,Cash,M_2198
1806,CASH_614,2024-08-14 19:42:40,Villach,Eingelegte Gurken,Brand B,3,7.79,23.37,Mobile Payment,
1807,CASH_683,2024-09-26 15:26:21,Salzburg,Eingelegte Gurken,Brand B,9,1.85,16.65,Mobile Payment,M_1496
1808,CASH_399,2024-07-21 22:27:25,Graz,Eingelegte Gurken,Brand D,4,4.32,17.28,Cash,M_5581
1809,CASH_788,2024-08-01 15:53:23,Villach,Eingelegte Gurken,Brand D,10,4.7,47.0,Debit Card,M_7977
1810,CASH_950,2024-09-12 09:45:23,Salzburg,Eingelegte Melanzani,Brand C,7,3.83,26.81,Debit Card,M_7861
1811,CASH_788,2024-08-12 03:09:52,Wien,Eingelegte Gurken,Brand B,8,7.4,59.2,Cash,M_4791
1812,CASH_320,2024-09-17 14:37:49,Linz,Eingelegte Oliven,Brand C,3,,,Credit Card,M_7082
1813,CASH_572,2024-07-26 09:57:31,Eisenstadt,Eingelegte Oliven,Brand A,5,9.75,48.75,Debit Card,M_3243
1814,CASH_569,2024-08-07 22:41:03,Wien,Eingelegte Melanzani,Brand B,10,1.84,18.4,Debit Card,M_3359
1815,CASH_810,,Wien,Eingelegte Oliven,Brand C,6,,,Debit Card,M_8295
1816,,2024-09-19 07:42:08,Eisenstadt,Eingelegte Gurken,Brand B,1,9.9,9.9,Cash,
1817,CASH_374,2024-09-25 16:18:32,Graz,Eingelegte Gurken,Brand C,9,9.94,89.46,Cash,M_8395
1818,CASH_719,2024-09-04 05:44:34,Villach,Eingelegte Gurken,Brand A,4,8.67,34.68,Mobile Payment,M_5686
1819,CASH_479,2024-09-15 04:01:35,Villach,Eingelegte Gurken,Brand A,2,2.31,4.62,Mobile Payment,M_2533
1820,CASH_995,2024-08-17 01:52:41,Wien,Eingelegte Melanzani,Brand A,6,1.99,11.94,Mobile Payment,M_9693
